id,length
O60683,326
O60682,206
O60687,465
O60684,536
O60688,119
Q8TEY7,942
Q8TB96,612
Q8TB92,370
Q9H040,489
Q5VW32,411
O75643,2136
Q5VW38,600
O75648,421
P23458,1154
Q8NGV6,325
Q8NGV7,314
Q8NGV5,346
Q8NGV0,311
Q2M2I5,525
Q9NWQ9,140
Q2M2I3,478
Q2M2I8,961
Q9Y5V0,76
Q9Y5V3,778
P01350,101
Q9ULS6,477
Q9P0R0,502
Q9ULS5,477
Q9P0R1,677
A6NK06,481
A6NK02,468
Q9P0R9,458
Q5VSR9,72
Q6B0I6,523
P09884,1462
Q7Z570,1209
Q7Z572,469
Q9HB89,426
Q9BW04,601
Q8TDN2,545
Q8TDN1,519
Q8TDN7,264
Q8TDN6,353
Q8TDN4,633
Q8N6R1,65
Q7L1S5,443
Q5QNW6,126
Q9H2C8,321
P51948,309
Q9H2C5,316
Q9H2C2,271
Q9H2C1,402
Q9H2C0,597
Q9BYE0,225
O14545,582
Q9BYE3,92
Q9BYE4,73
Q9BYE7,350
Q9BYE9,1310
Q569F7,859
Q8NBW4,561
P47712,749
P47710,185
P29973,690
P29972,269
Q5T035,196
Q9C0B2,1584
Q9C0B1,505
Q9C0B0,810
Q9C0B7,1094
Q9C0B6,783
Q9C0B5,715
Q9C0B9,1178
Q93091,150
Q93096,173
Q93097,391
P30926,498
Q93098,351
Q93099,445
Q7LFX5,561
D6RF89,1319
Q9BZM3,304
Q9BZM2,168
Q9BZM1,189
Q9BZM6,244
Q9BZM5,246
Q9BZM4,244
A0PJZ0,165
A0PJZ3,443
Q5R387,149
A8K855,629
O95838,553
O95831,613
O95832,211
O95833,236
O95834,649
O95835,1130
O95837,355
P54819,239
Q9NRN9,209
Q9NRN7,309
Q9NRN5,406
Q9NRN1,775
Q5SRR4,150
Q9H361,631
Q9H3K6,86
Q9H3K2,345
P98179,157
P42679,507
P42677,84
P98172,346
P98171,946
P98170,497
P98177,505
P98175,930
P98174,961
Q04760,184
P04054,148
P04053,509
Q76H80,838
P00747,810
P00746,253
Q14508,124
Q9H903,347
Q9H902,201
Q14507,147
P00749,431
Q14500,433
P12931,536
A6NIX2,430
P46976,350
P46977,705
Q6ZMT1,411
Q6ZMT4,941
O94876,653
O94875,1100
O94874,794
Q6ZMT9,781
Q8IXT5,1001
P58012,376
P50222,304
P50221,254
P50226,295
P50225,295
A6NHJ4,632
Q6GPI1,263
P49662,377
P54107,249
Q96BZ8,264
Q96BZ9,403
Q6ZSB3,139
Q6ZSB9,765
Q96BZ4,506
Q8NG31,2342
Q8NG30,258
Q8NG35,78
Q96IC2,774
Q6UX53,244
Q6UX52,265
E5RJM6,399
Q15293,331
Q15291,538
Q06190,1150
O95059,124
P59768,71
Q13625,1128
O95050,263
Q13621,1099
Q13620,913
P51570,392
P51571,173
P51572,246
P51575,399
P52888,689
O00341,560
Q13996,717
Q96CH1,333
P51681,352
P51686,369
P51687,545
P51684,374
P48539,62
P51688,502
P51689,593
Q2L4Q9,553
Q9NP99,234
Q9NP98,299
Q9NP95,211
Q9NP94,309
Q9NP97,96
Q9NP91,592
Q9NP90,201
Q9NP92,439
Q9UKE5,1360
Q9UKE0,1360
Q96SU4,736
Q03923,595
Q6ZU35,1233
Q86T82,979
Q03924,483
A8MZ36,301
Q9Y234,373
Q9Y235,224
Q9Y236,505
Q9Y237,131
Q9Y230,463
P16581,610
Q9Y232,598
Q9Y233,779
P10515,647
Q9Y239,953
Q6P5Z2,889
Q7Z5R6,666
Q7Z5R8,1528
A1A519,330
P48065,614
Q9Y3W8,2190
Q8TDU9,374
Q8TB61,432
Q8TDU6,330
Q8TDU5,208
Q5W0A0,696
Q8NC69,237
A1L167,161
P35542,130
O75487,556
O75486,399
P35544,74
Q5VU36,1347
O75489,264
P35548,267
A1L168,122
Q5JXB2,153
Q8NEF9,429
Q8NEF3,446
Q8N9E4,1052
Q8N9E0,248
Q8IYB5,467
Q8IYB4,626
Q8IYB7,885
Q8N130,599
Q8IYB1,491
Q6IPM2,695
Q8IYB3,904
Q8N137,903
Q8IYB9,648
Q8IYB8,786
P20264,500
P20265,443
Q8IVB4,645
Q8IVB5,337
Q8IVB1,602
O43704,296
Q8N386,305
Q8N387,334
O43709,281
O43708,216
P61803,113
A2A368,324
P23511,347
P23510,183
P23515,440
P32019,993
A8MXD5,290
Q8N653,840
Q6W4X9,2439
Q8N655,1247
Q9H9W8,1226
Q30101,254
Q86Y79,214
Q86Y78,171
Q9Y442,160
P0CG31,522
Q9TQJ1,383
Q49MI3,558
P0CW00,308
P0CW01,314
Q9BUL9,199
Q9BUL8,212
O95864,444
Q9BUL5,403
Q9NUZ1,547
Q9NUZ0,385
Q5D1E8,599
Q96K78,797
Q96K74,430
Q96K75,400
Q96K76,1375
Q96K70,942
Q9BVR0,1158
Q9NVH0,621
P30307,473
P30304,524
P30305,580
Q9NVH6,421
P30301,263
Q13586,685
Q86XE0,403
Q9BXY0,300
Q86XE3,530
Q9BXY5,557
Q9BXY4,272
Q9BXY8,128
Q96AZ6,181
A6NHQ4,379
A6NHQ2,333
Q0P6D6,951
Q0P6D2,419
A6NGC4,264
Q53TQ3,878
P08758,320
Q9Y6A9,102
Q9Y448,316
P08754,354
Q9Y6A5,838
Q9Y6A2,500
Q53GD3,710
Q9Y6A1,747
P01189,267
P01185,164
Q6STE5,483
P83105,476
Q7RTS9,669
Q7RTS5,596
Q7RTS7,529
Q7RTS6,562
Q7RTS1,189
Q7RTS3,328
Q96LA5,508
Q96LA6,429
Q96LA9,322
Q96LA8,375
P0C7W0,189
Q969G9,470
P0C7W6,258
Q32MK0,819
Q969G3,411
Q8IX78,633
Q969G6,155
Q92696,567
Q969G4,492
Q969G5,261
Q8TD84,2053
Q8TD87,793
Q8TD86,181
Q6ICI0,200
Q8N0U2,210
A6NL05,159
Q5HYI7,312
Q8N0U6,118
Q8N0U7,546
Q8N0U8,176
A6NL08,312
Q5HYI8,236
Q6ZUL3,223
Q86TC9,1320
Q68CR7,880
Q96PC5,542
Q96PC3,154
Q96PC2,410
P07919,91
P07911,640
P07910,306
Q2VPB7,878
Q7Z2K6,904
O75840,302
Q7Z2K8,1008
Q9NRJ2,163
Q9UPX6,916
Q96G61,164
Q9UPX0,1349
Q9UPX8,1470
Q5RGS2,1347
Q5RGS3,127
O60343,1298
O60341,852
O60346,1717
O60347,775
O60344,883
Q8TCY5,172
Q96D96,273
Q96D98,161
Q6VVX0,501
F5GXA2,870
Q16348,729
Q9UDF6,1796
Q9UDF2,822
Q9UJN9,1823
Q8WTZ4,195
Q9UJN0,765
Q9UJN7,358
Q8WTZ3,238
Q5J5C9,76
Q01344,420
Q24KN7,843
Q96N35,136
P00734,622
Q96N38,554
O15027,2179
O15021,2626
O15020,2390
P38435,758
Q9HC21,320
Q5T455,1030
Q8NAT1,580
Q9H6V0,886
Q9H6V2,747
Q9HC29,1040
Q8N5C7,304
Q8N5C6,995
Q8N5C2,826
Q8N5C1,309
Q07000,366
Q07001,517
Q07002,472
Q8N5C8,712
P00739,348
Q5TYW1,1059
Q5TYW2,823
Q5TYW8,479
Q12802,2813
Q12800,502
Q9BU79,118
Q12805,493
Q9BU70,441
Q12809,1159
Q9BU76,263
Q9H7P9,1386
Q9H7P6,319
P39748,380
Q0IIN9,211
P41221,380
P49005,469
P41220,211
P41223,144
Q8TEQ8,1089
Q8TEQ0,813
Q8TEQ6,1508
Q7LDI9,666
Q9BXF3,1484
Q13049,653
Q9BXF6,653
Q13045,1269
Q9BXF9,490
Q13046,419
Q13043,487
Q13042,620
Q496H8,165
Q8N412,459
Q8N413,288
Q8N414,455
O94933,977
Q14773,271
Q14774,488
Q99250,2005
Q9NPC8,291
Q9NPC7,610
Q9NPC6,264
Q9NPC4,353
Q9NPC3,277
Q9NPC2,374
Q9NPC1,389
Q99259,594
Q8NDW4,579
Q9NZ20,509
Q9NZ21,584
Q02641,598
Q02643,423
Q6GMS8,325
P21397,527
P11474,423
P11473,427
P0C8F1,98
P21399,889
Q5SSQ6,148
Q53H96,274
P27105,288
Q16739,394
Q96FQ7,95
Q96FQ6,103
Q9BY65,106
Q9BY64,529
Q9BY67,442
Q9BY66,1539
Q9BY60,117
Q8NE09,1264
Q9BR84,538
Q8NE00,496
Q8NE01,707
Q96PX6,553
Q96PX7,840
Q96PX1,679
E2RYF6,1773
E2RYF7,251
Q96PX8,696
Q96PX9,1271
Q96MX3,618
P49585,367
Q96MX0,182
Q9P0U3,644
Q96MX6,357
Q9P0U1,55
P49588,968
P49589,748
Q9NQ11,1180
Q5H9B9,411
Q676U5,607
Q15555,327
Q15554,542
Q96GM5,515
Q96GM1,343
Q2M3B4,528
Q96GM8,510
Q9P267,1494
Q03060,361
Q6ZNQ3,347
Q8WWG9,221
Q8WWG1,115
Q5SW24,774
Q5U3C3,297
Q9C0C9,1292
Q13813,2472
Q7Z3V5,609
Q7Z3V4,1068
Q5JRA6,1907
Q9UJ56,1649
Q9UJ55,529
Q86W28,1048
Q86W26,655
Q86W24,1093
Q86W25,1043
Q8TF42,649
Q8TF40,1166
Q8TF47,636
Q8TF46,1054
Q8TF45,676
Q8TF44,421
Q9UIN7,529
Q68CJ9,461
Q68CJ6,796
Q96Q42,1657
Q8N6I4,163
Q96Q40,435
Q96Q45,408
Q8N6I1,236
Q6ZW05,846
Q9H633,154
Q8TDC0,251
Q6P0N0,1132
P26842,260
Q9GZK6,312
Q9GZK7,315
Q9GZK4,316
Q9GZK2,312
Q9GZK3,357
P35663,651
P08263,222
Q8N1I0,1966
P41231,377
P41236,205
P41235,474
P07288,261
P41238,236
Q9GJP0,1136
P17301,1181
P41586,468
P41587,438
P17302,382
P06881,128
Q7L3T8,475
P06888,109
P06889,106
Q5VXI9,398
O75143,517
O75140,1603
O75146,1068
O75147,1896
O75144,302
O75145,1194
Q8TEJ3,882
Q9UBV9,680
Q9UBV8,284
Q6NTF9,364
Q9UBV2,794
Q9UBV7,327
Q9UBV4,365
P40189,918
Q9BQI4,270
Q9BQI5,828
Q9BQI6,1058
Q9BQI7,771
Q9BQI0,150
Q9UJQ7,156
Q9BQI3,630
Q9BQI9,281
Q9NYW2,309
Q9NYW3,318
Q9NYW0,307
Q9NYW1,312
Q9NYW6,316
Q9NYW7,299
Q9NYW4,299
Q9NYW5,299
Q9NYW8,714
Q9H9L1,927
Q13163,448
Q8IXA5,215
Q96BW5,349
P59826,476
P59827,614
Q9H9L7,192
Q5T619,568
P80162,114
P30405,207
P30408,202
P34981,398
P34982,312
P31751,481
Q9BRY0,314
Q9NSY2,213
Q9NSY0,501
Q9NSY1,1161
P13497,986
P18825,462
P15812,388
P18827,310
P15814,213
Q9HBL0,1735
Q9HBL6,345
Q9HBL7,147
Q9HBL8,299
Q29865,366
Q7L8W6,267
Q9UD42,1153
O60568,738
O60563,726
O60566,1050
O60565,184
F1D8Q0,352
Q9P0N5,145
Q9P0N8,246
Q9P0N9,293
Q8IY37,1157
Q8IY34,581
Q8IY32,1953
Q8IY33,904
Q8IY31,132
Q9NNX9,186
Q63HP0,1377
Q3KQZ1,300
Q9H572,1142
Q9H579,483
Q05682,793
Q8IXB2,1204
P0DJD4,496
Q8IXB3,177
P0DJD0,1748
P0DJD1,1756
O00161,211
P0DJD3,496
Q9P1T3,788
P0DJD8,388
P0DJD9,388
Q9P1T7,246
Q8WWX8,675
Q86YF5,2036
Q6ZQY7,126
Q86YF9,867
Q6ZQY3,521
Q6ZQY2,392
Q02487,901
Q6NT55,531
Q6NT52,195
Q96JN8,1562
Q96JN2,1154
Q96JN0,433
Q8NHK3,375
Q9NS56,1045
Q16533,368
Q5R3F8,820
Q16537,467
Q16534,295
Q16538,588
Q16539,360
D6RBM5,183
Q5T4I8,152
Q6FI04,304
Q96KD3,344
Q16288,839
Q16280,664
Q16281,694
Q7Z7H3,387
Q7Z7H5,227
Q7Z7H8,261
Q68EA5,555
Q8N1V2,620
Q6NVH7,229
Q6IAA8,161
Q8N1V8,128
Q96E14,147
Q96E16,107
Q96E17,227
Q9UNK0,236
Q96E11,262
Q9UNK9,670
Q8WXA9,508
Q8WXA8,447
Q8WXA3,655
Q8WXA2,126
Q8TBF5,258
Q8TBF4,217
Q8TBF2,198
Q8TBF8,368
Q4VXU2,614
Q68DE3,2245
Q6UXI7,678
O00712,420
Q9UBM8,478
Q9H2V7,528
O00716,465
O00714,247
Q9UBM1,199
Q9UBM7,475
Q6UXI9,565
P51993,359
A0AVF1,554
P51991,378
P48960,835
Q5TAX3,1644
Q15165,354
Q15166,354
O15254,700
O15255,209
O15258,196
O15259,732
P29401,623
P29400,1685
Q5VWT5,728
Q9H0S4,455
Q01118,1682
A8MZG2,172
Q5W111,196
Q9UK13,617
P62807,126
Q9UK11,482
P62805,103
Q9UK17,655
Q92833,1246
Q92832,810
Q92831,832
Q92830,837
Q92837,279
Q92835,1189
Q92834,1020
Q92839,578
Q92838,391
P51878,434
Q9H845,621
Q8TAL5,461
Q8TAL6,211
B4DJY2,109
Q9Y594,1258
Q9Y597,815
Q9Y592,693
B3EWG3,89
B3EWG6,89
B3EWG4,89
B3EWG5,89
Q5DJT8,189
Q8NFQ6,507
Q8NFQ5,453
Q8NFQ8,470
P58397,1594
Q7L8L6,764
Q9H4P2,519
Q9H4P4,317
A0A087WXS9,549
Q9HAP6,207
Q6PII3,467
Q9HAP2,919
P07205,417
P07204,575
Q5VZL5,1548
P31997,349
Q9BWU0,796
Q9BWU1,502
Q9BWU6,2090
Q13232,169
Q13233,1512
Q13231,466
Q13237,762
P10915,354
P10914,325
P10916,166
P10911,925
P10912,638
Q9H596,190
P48147,710
P48146,333
P48145,328
Q96DR4,205
Q96DR5,249
Q96DR7,871
P55145,182
P50395,445
Q96DR8,90
P50391,375
P21217,361
P62380,186
Q7L985,606
Q03188,943
Q03181,441
P60896,70
P60893,370
Q8TCC9,727
P60891,318
Q86WN1,690
P16422,314
Q01968,901
A6NNZ2,444
A6NEN9,183
Q5VUM1,108
Q96NH3,1257
Q06609,339
P29084,291
Q5FYB1,569
Q5FYB0,599
Q75V66,913
P49790,1475
P49792,3224
P49798,205
P51116,673
P51114,621
Q86VD7,318
Q86VD9,579
Q8N8Y5,198
Q8N8Y2,350
Q6NXS1,205
Q08174,1060
P35251,1148
P35250,354
Q08170,494
Q9H777,363
Q9H772,168
Q9H773,170
P23109,780
O60609,400
Q00765,189
Q6IQ19,270
Q6IQ16,392
Q5T2D3,398
Q5T5P3,1943
Q5T5P2,1943
Q5T5P5,455
Q8N2R8,423
Q8N2R0,312
Q8NGN6,311
Q8NGN7,298
Q8NGN4,311
P08034,283
Q8NGN2,331
Q8NGN3,311
Q8NGN0,318
Q8NGN1,323
Q8NGN8,299
Q8TE68,723
Q8TE69,158
Q8TE67,593
Q8TE60,1221
Q96R69,305
Q96R67,309
Q5JPB2,1677
Q8WVD5,230
Q8WVD3,245
Q5T3J3,769
Q9UGC7,380
Q9UGC6,210
Q8N4X5,818
Q6UWS5,81
Q5M8T2,416
Q6NUI6,762
P22760,399
Q6NUI2,795
Q6NUI1,221
Q5JQD4,70
P26651,326
Q86Z27,742
Q8WY22,251
Q8WY21,1168
Q8NCW0,462
Q8NCW5,288
Q6Y288,498
Q8NCW6,608
Q9HA77,564
Q9HA72,323
Q9UFC6,962
Q9UFC0,647
Q9UFC3,987
O43325,122
O43324,174
O43323,396
O43320,207
P04839,570
Q6PEV8,388
Q9NWR3,1812
Q9NWR9,453
Q9NWR8,336
Q15788,1441
Q6P6B7,361
Q6P6B1,374
Q9BYM8,510
Q9BYM0,728
Q9BYM4,1226
Q3SYF9,63
Q0P5Z6,653
Q63HM9,321
O75436,327
Q63HM1,303
Q63HM2,1172
H7C3C0,1241
Q9BWH6,1393
Q8NHV9,184
Q8NHV8,601
Q9BWH2,189
Q8NHV5,167
Q8NHV4,660
Q8NHV1,300
P05013,189
Q9C0J9,482
Q9C0J8,1336
P05014,189
P05015,189
Q10589,180
Q10588,318
Q9C0J1,378
P05019,195
Q96J40,562
P01920,261
Q96J45,420
Q5VUP6,1150
P33947,212
Q9H2K3,885
P08861,270
Q9H2K0,278
Q9H2K8,898
Q53GS9,565
Q8IZR5,234
P43234,321
P43235,329
Q49AG3,693
Q9NQH7,507
Q9NXT0,402
Q9NXT7,467
C9JCN9,74
Q9P232,1028
Q9NP55,256
Q9NSA3,81
Q9NZW3,631
P18615,380
P02743,223
P02741,224
P02747,245
P02746,253
P02745,245
Q9BZE3,327
Q9BZE2,481
P02749,345
P02748,559
Q9BZE7,217
Q9BZE4,634
P01210,267
P01213,254
P01215,116
Q96QS6,385
P17023,458
Q96QS3,562
A6NCE7,125
Q96QS1,320
P43490,491
Q56UQ5,140
Q9H987,977
Q9H981,624
Q9NRV9,189
C0MPQ6,258
Q92508,2521
Q92506,261
Q92504,469
Q92503,715
Q92502,1023
Q8N841,843
Q96HC4,596
Q8IYE0,955
Q99685,303
Q99684,422
Q99687,375
P11229,460
P14618,531
P14616,1297
P11226,248
Q99689,392
Q659G7,1220
Q6UW60,755
Q6UW63,502
Q96BR1,496
Q96BR6,464
Q9MYG4,365
Q15744,281
Q6UW68,189
Q15746,1914
Q96BR9,441
Q15742,525
Q15743,365
Q6ZSJ8,110
O15431,190
O15432,143
O95500,239
O95502,500
O95503,412
O15438,1527
O15439,1325
Q99538,433
Q99536,393
Q99081,682
Q96RS0,853
Q96RS6,583
Q4VC12,460
P40855,299
Q9Y5C1,460
Q9NS69,142
Q9NS68,423
Q9NS62,852
Q9NS61,270
Q9NS67,375
Q9NS66,373
Q9NS64,109
P12755,728
P12757,684
A6NH21,518
Q03431,593
P13489,461
Q8WZB0,136
Q6ZRT6,265
Q8WZB3,34350
Q9HD34,91
Q9HD36,194
Q14839,1912
Q9HD33,250
Q7Z4X1,638
Q8NI51,663
Q14833,912
Q14832,879
O14745,358
O14744,637
O14746,1132
Q5TKA1,542
P15259,253
P50406,440
Q16099,956
P50402,254
Q96IK5,515
Q96IK0,257
Q96IK1,185
P10599,105
Q5SNT2,666
Q8NCH0,376
Q9BR61,282
P52803,228
Q5JTH9,1297
Q96C05,735
Q96C01,138
Q96C00,473
Q96C03,454
Q5T7T7,599
Q5T7T2,262
Q969X6,686
Q3T906,1256
Q6P5R6,122
Q00169,270
Q969X2,333
Q969X1,311
Q04844,493
O75409,117
Q8NBJ7,301
Q8NBJ5,622
Q8NBJ4,401
Q8NBJ9,832
O75400,957
Q5JXJ8,162
P20151,261
P20155,84
O00522,736
O00526,184
P17677,238
P17676,345
Q8TCE7,547
Q8TCE6,357
Q9H8G8,396
Q9H8G5,542
Q8IYJ1,553
Q8IYJ0,282
Q8IYJ3,562
Q8IYJ2,185
Q8N309,656
Q8N300,66
Q8N302,714
Q8N304,1261
Q8N306,858
Q8N307,709
Q92974,986
Q6AI08,1181
Q9H2P0,1102
Q9H2P8,350
Q92979,244
Q99946,306
Q99944,293
Q99942,180
Q99943,283
Q99941,703
Q9BSF4,260
Q9BSF0,95
Q9UI22,299
Q9UI25,63
Q9UI26,975
Q05823,741
Q8IWX8,916
P24928,1970
A2RUQ5,167
Q8IWX5,399
Q8IWX7,931
P58215,753
Q9H3V9,703
Q14062,567
Q14061,63
Q6PP77,449
Q9NUR3,256
Q68E01,1043
P56915,257
P49427,236
Q8IZH2,1706
A6NIM6,579
P67936,248
Q5VX52,437
Q9BUT1,245
Q9BUT7,1159
P63220,83
P11142,646
Q9BUT9,160
Q17RF5,130
P61579,105
P61578,105
P61576,105
P61575,105
P61574,105
P61573,105
P61572,105
P61571,104
P61570,661
P29016,333
A6NHY6,69
A6NHY2,528
Q6ZS72,473
Q9NV06,445
Q8N9I9,347
Q9UQ49,428
D6RJB6,530
Q6LDB3,1466
Q9UQ47,260
Q6ZVN8,426
A8MT65,544
Q86UC2,560
Q6ZVN7,128
Q6IMN6,1127
Q86XM0,798
Q96CW5,907
Q96CW6,309
Q96CW1,435
Q6NZ67,158
Q96CW9,530
P25800,156
P09228,141
Q9Y6Y0,642
Q9Y6Y1,1673
Q4G0M1,354
P00505,430
Q9Y6Y9,160
Q53RD9,439
Q9UKV8,859
Q9UKV4,365
Q9UKV5,643
Q9UKV3,1341
Q9UKV0,1011
P35354,604
Q8WYF7,964
Q7Z5A8,133
Q7Z5A9,133
Q7Z5A7,132
Q7Z5A4,293
Q5T9G4,340
Q53FZ2,586
Q9BV10,488
Q14315,2725
Q8NES6,512
Q8NES3,379
Q9H251,3354
Q9H252,994
Q9H255,320
Q9H254,2564
Q9H257,536
Q8NES8,71
Q5JUQ0,283
Q8N9Z2,235
Q5TBE3,101
Q8N9Z9,388
P07992,297
P07996,1170
P07998,156
Q52LJ0,330
Q8N3U1,123
Q8N3U4,1231
Q9UEW3,520
P07333,972
P07332,822
P07339,412
O43745,196
Q49A33,203
Q9H6N4,1673
Q9UJV3,735
Q9UJV6,326
Q9UJV9,622
Q9UJV8,347
Q5T186,583
Q6EF46,466
Q9NUM3,307
Q9NUM4,274
P80098,99
P0C7A2,387
Q5T230,341
O60858,407
Q9UMX2,235
Q9UMX3,212
Q9UMX0,589
Q9UMX1,484
Q9UMX6,200
Q9UMX5,172
Q9UMX9,530
Q9NVU0,708
P02462,1669
Q5BKX8,364
P02461,1466
Q5BKX5,351
Q5BKX6,768
Q69YG0,159
P05204,90
P14384,443
Q7L0X2,663
Q7L0X0,811
Q9H7H1,129
Q9H7H0,456
Q9H7H5,1162
P0DKV0,1188
Q9BXN1,380
Q9BXN2,247
Q9BXN3,983
Q9BXN6,97
Q9BVG4,233
P46059,708
Q9BVG3,475
Q9BVG9,487
Q9BVG8,833
Q5JW98,314
P04150,777
P04155,84
P04156,253
Q14264,604
Q5JT25,222
A6NFN3,312
A6NFN9,424
P0CJ72,24
Q96LV5,439
Q9NPK4,396
P54687,386
A6NKQ9,187
Q05513,592
Q05516,673
Q05519,484
Q96FI4,390
P11387,765
P11388,1531
Q96PP8,586
Q96PP9,640
Q96PP4,275
Q3SY52,487
Q96PP2,1064
Q3SY56,376
Q96MP8,289
P61371,349
Q96MP5,696
Q7Z2X7,111
Q7Z2X4,250
P05787,483
Q53QW1,395
P05783,430
P14406,83
A6NJU9,1138
Q6NSX1,233
Q96GE9,116
Q96GE6,196
Q96GE4,821
Q96GE5,643
O95718,508
O95711,162
Q13541,118
Q13542,120
O95715,111
O95714,4834
Q13546,671
O95716,219
Q9NT48,5005
C9J202,215
O00222,908
O00221,500
O00220,468
Q6PD74,315
Q13895,437
P0C645,316
P0C646,297
Q5H9J9,407
Q9NQ90,1003
Q9NQ92,184
Q9NQ94,594
Q6V9R5,426
Q3B7B7,505
Q96AW1,172
Q96AW4,852
P10415,239
P10412,219
P29317,976
Q5T0W9,1011
Q08722,323
A8MX80,341
Q9UIF8,2168
Q9UIF9,1905
Q9UIF7,546
Q9UIF3,430
B0ZBD9,466
P32971,234
P32970,193
P20694,177
Q5QP74,94
Q5TG30,622
A1L390,1219
P20340,208
Q9UME5,417
Q9UME3,4128
Q6PJF5,856
Q5VXA2,359
Q8WU10,500
Q8WU17,664
Q8WU14,1242
Q8TEB1,546
Q8TEB7,428
Q8TEB9,315
Q8N119,569
A5PLL1,514
A5PLL7,270
Q8N111,149
Q6DHV5,322
Q8N112,164
P26599,531
Q6PI97,169
Q9BQA9,187
Q9BQA5,517
Q9BQA1,342
Q9BQA2,1148
Q6UXN2,200
Q6PL45,260
Q9UG79,1318
Q9UG75,856
Q9HDB5,637
Q8IUW3,424
P36508,570
P36507,400
Q0VG06,881
P81877,361
Q8IXI1,618
Q9HDB8,245
Q9HDB9,667
Q9UBL0,812
Q9UBL3,628
Q5VTH2,177
Q5VTH9,848
Q9BRA2,123
Q9BRA0,125
Q29718,362
P22455,802
P22459,653
Q9NZG7,142
Q9NSQ0,103
Q6P461,480
Q96L33,236
Q8IZD4,617
A4D1Z8,148
Q96L34,752
Q9HBT8,521
Q9HBT6,801
Q9HBT7,754
Q075Z2,132
P84085,180
Q5VIR6,699
P34903,492
Q9Y2R3,476
Q9Y2R2,807
Q9NTQ3,1429
Q9Y2R0,106
P84550,965
Q9Y2R5,130
Q9Y2R4,599
Q9NTQ9,266
Q9Y2R9,242
P25106,362
P25105,342
P25103,407
P25100,572
P25101,427
Q9HCK4,1378
Q96S42,347
Q96S44,253
Q8WWZ8,545
A0PK05,275
A0PK00,339
Q8WWZ1,152
Q9BTW9,1192
Q8WWZ4,1543
Q8WWZ7,1642
Q96P15,392
Q9H869,796
Q9H867,229
Q15173,497
Q96AJ1,413
Q5QGZ9,265
Q96AJ9,217
P00338,332
Q9Y4H4,160
Q9Y4H2,1338
Q9TP37,362
Q9TP36,362
Q9UN36,371
P07814,1512
Q8WXI8,215
O15240,615
Q9H0P0,336
Q8N6T3,406
Q8N6T7,355
Q6ZQQ6,2873
Q6ZQQ2,1576
Q86YN1,238
Q86YN6,1023
O14958,399
O14957,56
O14950,172
Q9GZV9,251
Q9GZV8,571
Q9GZV1,360
Q9GZV3,580
Q9GZV5,400
Q6FI81,312
Q9GZV7,340
O60269,458
O60268,411
O60260,465
Q3LA89,266
O60262,68
O60264,1052
E7EW31,1015
O60266,1144
Q9UCA1,622
Q9Y618,2525
Q9UCA4,455
Q6PIV2,292
P29475,1434
Q6PIV7,304
Q9Y614,415
Q96E93,195
Q6P4I2,378
Q308M2,427
Q9Y613,1164
Q5JSP0,725
C9J442,243
P01889,362
P01880,384
O43556,437
A8MTI9,375
Q9UQC9,943
Q6UXQ8,127
Q6UXQ4,117
Q9UQC2,676
A8MQ27,555
Q8TBN9,493
Q8TBN0,382
Q5VYX0,342
Q9BV38,432
Q12923,2485
Q12926,359
Q12929,822
Q9Y662,390
Q9Y661,456
Q9BV35,468
Q9Y666,1083
Q9Y665,1150
Q9BV36,600
Q6IF99,312
Q9UBE0,346
Q9UBE8,527
P03905,459
P03901,98
Q8TAD8,396
Q8TAD4,765
Q8TAD7,63
Q8TAD1,97
Q8TAD2,202
Q969J5,263
P0C843,101
P0C842,121
P0C841,47
Q9H1K4,315
Q9H1K6,362
Q8NFY9,601
Q8NFY7,1073
Q8NFY4,1073
Q3LI64,71
Q3LI67,103
Q3LI66,62
Q3LI61,65
Q3LI60,44
Q3LI63,56
P08700,152
Q3LI68,45
Q07837,685
P28358,340
Q9Y6D5,1785
P28356,352
A8MUM7,142
Q53GA4,152
Q8WW59,207
P43652,599
Q8WW52,585
Q53GA6,413
P43657,344
A0ZSE6,113
Q9NTN3,355
Q9H4X1,137
Q8N755,202
Q8N754,3685
Q8N752,337
O95905,644
O95907,504
O95900,331
O43464,458
Q14439,515
Q14430,400
Q14432,1141
Q14435,633
Q14434,1203
Q9UE73,1919
Q9H5Z1,703
Q9H5Z6,455
P10072,659
P10073,491
P10070,1586
P10071,1580
Q5VZT2,155
P21291,193
B3EWF7,344
Q9NX78,707
Q9NX70,200
Q9NX77,482
Q9NX76,183
Q9NX74,493
P62308,76
P62304,92
P62306,86
P10997,89
Q9BZ81,275
Q9BZ88,2812
Q8ND24,703
Q8ND23,1372
A6NNB3,132
A6NEV1,266
P58166,350
I3L0S3,204
Q96DZ9,223
Q96DZ5,547
Q96DZ7,209
Q96DZ1,483
Q9NR56,388
Q9NR55,127
Q9NR50,452
Q96KS9,214
Q96KS0,407
Q15459,793
P49716,269
P49711,727
Q5JYT7,1200
Q5JYT4,1175
Q8N8Q8,333
Q8N8Q9,360
Q8N8Q1,229
Q8N8Q3,282
P13645,584
P13646,458
P13647,590
P13640,62
Q96ED9,719
Q07157,1748
P55851,309
Q8N2J7,863
P55854,103
Q9UM19,191
Q9UM11,496
Q9UM13,185
Q71RB9,667
A7KAX9,2087
Q7L014,1031
Q86U70,411
Q6ZV29,1317
P24522,165
Q5T2L2,129
Q9Y303,409
