gene,length
Q8TEB7,428
P56705,351
B4DNK4,531
A4PB24,553
A8K777,151
Q6FHM2,340
F6W009,158
Q659C3,1191
Q8N9T3,448
Q6P1Q9,378
Q8N9T1,346
A5PLL0,772
Q6PI98,228
Q2Z2K8,770
A5PLL7,370
A8K1G1,674
Q1W5D8,208
P26599,557
F6V3D7,441
B7Z478,201
Q99571,404
Q99570,1358
Q7LCB3,530
Q99575,1024
A1L4K2,427
Q9BQA1,342
F5H773,1932
Q2QKE4,613
Q9UHP3,1055
Q9BR01,284
Q6FHX6,380
Q9NP78,769
Q8N619,307
B7Z783,362
Q9HDB5,1643
Q0VG04,587
B2R8K8,302
Q0VG06,881
Q8IXI1,618
Q0VG01,913
Q8IXI2,618
E9PFR0,549
E9PFR2,1203
Q9NX52,370
Q9NX57,234
B2RE76,213
C9JV86,238
Q16322,511
Q6FGU7,203
P07311,129
Q93008,2570
Q05DH5,331
Q8NB91,859
Q13822,888
F5GWT7,1912
Q5TAQ4,410
P10620,155
B7Z2E0,566
Q49A12,595
Q9UKP4,1689
Q75ME0,288
P22455,802
Q05BQ3,509
P22459,653
Q5T447,861
Q5T6V2,327
E9PCW1,250
Q9BXK1,252
Q8TCL5,428
A6NND4,320
P15291,398
C9JYL3,113
Q8NGG0,315
Q5JY90,659
Q96DX1,517
Q96DX7,344
Q6IA17,504
Q96L33,254
Q9H9S4,337
C7ECU1,805
P50336,477
Q96L35,987
Q96L34,752
Q8NCL4,622
Q9HBT8,521
Q9NR71,780
C9JT23,228
P56470,323
Q9HBT6,923
Q8NF22,772
Q6P468,2570
Q9NUK2,1556
P84085,180
Q15477,1246
Q96N95,335
B4DVX5,1159
Q9H2J9,452
Q96KQ7,1267
Q03167,851
Q6SL59,466
P49796,1198
P13994,396
P13995,350
Q9ULB1,1548
P34903,492
Q9ULB5,785
Q9ULB4,789
P49790,1506
Q9Y2R2,807
Q9Y3U8,105
O60870,393
Q9UNK4,145
E7EPT3,539
Q9UPU5,2620
Q96I80,875
B4DG94,1496
O60879,1103
P30049,168
P30048,256
Q6FH11,288
Q8N8S7,591
A8K466,426
P30040,261
P30043,206
Q6IAZ3,141
P30044,214
A8K460,806
P30046,166
A4D1T6,626
Q59GM8,736
P17752,444
P55786,919
F5H605,508
P25105,342
P25103,407
P25100,572
P25101,427
P08922,2347
Q6FGN1,323
F8W1D2,573
Q6FGN3,198
P13667,645
P13196,640
Q9HAV4,1204
B4E1H6,286
Q9NU39,408
A7UNU7,722
P57789,543
Q15005,257
Q15003,741
Q9NNZ3,311
F5GYT1,577
Q15008,442
Q8N2H9,469
B4DWS4,541
Q8N2H1,552
Q96S40,323
P35070,178
B3KTL6,540
Q96S44,253
Q8NH53,320
Q6PJ06,337
Q86VD9,579
P51170,649
Q8NHM5,1336
P51172,802
Q8WWZ1,152
O15156,539
O15155,127
Q8TB40,342
P51178,777
Q8WWZ4,1543
O15151,490
Q8TE04,598
Q5SQT9,198
Q8TCA4,503
P31314,330
D3DVV1,848
Q8N349,312
B4E2Y7,594
A6NGR2,152
P62753,249
Q9UJ43,385
Q8WVB6,1184
A8MY43,412
Q9Y2T7,364
A8K1C4,419
E7EPN4,615
P78423,397
B2R7W3,225
Q5BKZ1,582
P21757,451
Q92930,207
Q86U55,1455
Q9BVE2,1512
Q92934,168
B4DFS0,531
Q14532,448
B1AVR0,1255
Q9Y2T2,418
P15907,406
Q9BZJ3,242
Q96AJ9,217
Q14203,1278
Q9UKA1,691
Q9UJ68,235
Q5VTU4,113
Q14204,4646
Q14209,437
P00338,361
B2R513,406
B1A4H5,256
Q9Y4H2,1339
B1A4H0,245
E9PPD3,34942
Q92583,94
P68036,212
Q7Z6F4,183
E9PPD9,1005
Q7Z6F6,551
P68032,377
P07814,1512
Q15916,424
Q15911,3703
O43164,708
O43167,697
Q3LSM7,975
P19174,1412
P79483,266
Q9Y4A5,3859
B3KMX5,692
Q96IK5,515
B3KMX0,863
Q9H0P0,336
Q8N6T3,516
Q8N6T2,478
Q5XUX1,488
Q5XUX0,539
Q8N6T7,355
P35414,380
P35410,378
Q9H3Z4,198
B3KS94,575
E7EN63,853
Q86Z02,1210
E7EN68,671
O94993,753
A1L2Z2,2028
Q6IBN1,464
Q9Y5K2,254
Q59G56,752
Q9Y6M0,314
O14957,56
O14950,172
A8K3D1,198
Q8N7P3,220
B3KP24,361
B3KM34,490
B3KM35,344
Q56UH9,255
O43790,486
Q9GZV4,153
E9PCD2,898
Q9Y5K1,407
Q8IZT8,346
Q495W5,492
A8MWF9,254
P36269,587
Q708S9,1159
Q70Z44,454
P27361,379
Q4LE28,2472
E7EW38,387
O60260,465
O60262,68
Q8IWT1,228
O60264,1052
Q8IWT3,2517
O60266,1145
Q6PIV8,690
Q96MN4,661
P61353,136
P26010,798
P26012,769
A6ND12,377
Q96PR1,638
Q00444,222
Q96MN8,2696
Q86X87,541
Q5VX15,534
Q5VX18,534
Q15646,514
B3KUC0,773
Q15642,601
Q13429,195
P45381,313
Q13427,754
Q13426,336
Q7Z2Z2,1120
Q53H37,146
Q13423,1086
O95484,217
O95487,1298
O95486,1093
Q15797,465
Q53HC5,615
Q53QU8,512
P63261,375
A4D0R8,433
P63267,376
Q147U1,533
Q96M94,604
Q6NSZ9,544
Q2M3X9,581
Q09GT4,552
Q63HK3,967
Q9NR80,1014
Q63HK5,1081
C9J1I7,1035
Q13522,171
Q13523,1007
Q13520,282
A5PKX8,1449
P01889,433
Q7GIM7,261
Q6P531,493
B7Z9E7,668
A5PKX1,718
A5PKX7,2004
B4DGT3,1449
E9PEI7,749
E9PEI2,644
P48735,452
P48736,1102
B7Z645,623
E9PEI9,732
P37023,517
Q9NWX5,421
Q9H777,363
F5GZJ4,947
Q9UQV4,416
Q9NT62,314
Q969G9,470
F8WAI2,446
B3KVC3,300
F8W712,500
B3KVC5,426
Q9UQC9,943
Q8IZS8,1091
Q6FHQ6,414
Q8N6E6,917
Q7L2E3,1194
Q9UQC2,676
Q6FHQ0,469
Q6ZN25,1221
P48651,473
Q3KNW1,292
P55085,397
B4DUP4,325
Q92737,203
Q96BK5,440
P51788,898
Q9BYW2,2564
B4DMA0,539
Q9BYW1,503
P51787,676
P51786,506
Q14994,357
P51784,963
P12104,132
P12107,1818
A4UHQ8,781
A8K0B6,546
P12109,1028
Q9Y388,322
Q6ZTQ5,870
Q9UQ88,783
P48047,213
Q96AU5,415
Q6GSK2,534
B2R8T4,543
Q5T2D3,398
P21108,318
Q49AA0,526
B7Z252,604
P29371,465
Q9NQR4,276
P29372,298
P29375,1690
Q9NXJ5,209
P29376,864
B2R5T5,381
Q9Y662,390
Q86XI6,285
Q9NQR9,355
Q9Y666,1083
Q86XI2,1143
Q6IF99,312
Q9UBE0,346
Q9C000,1473
Q9UBE8,527
A8K7H4,436
Q9C004,299
Q9C007,2000
P20138,364
P03905,459
Q969S2,332
Q1WWK6,902
P03901,98
Q9BQ95,431
Q969S8,669
Q969S9,779
A0JLR2,1120
Q969G2,390
P56645,1210
Q86WU2,507
B2RC52,390
Q548W9,442
O60469,2012
E9PJS4,638
B4DJA0,741
Q541A5,343
O60462,931
Q8TAD2,202
F8VYP0,406
F5H3M5,283
Q969J5,263
Q2VY69,593
Q53GL6,307
D1CS45,784
P20132,328
Q9H1K0,784
Q8WYJ6,367
B7Z3D0,436
B7Z3D6,297
B4DZT3,586
B3KPW9,467
E3VLE0,263
P09086,602
P29597,1187
Q9NRP7,1315
P29590,882
Q53ER1,1982
B2RNU7,620
Q309B1,348
Q9UJT9,491
Q09472,2414
A8K4F9,348
Q07837,685
P28358,340
Q01664,338
C9JCH2,1115
P28356,352
D3DU92,305
Q59ET0,702
O43920,106
B7Z8N2,548
B7Z8N0,261
Q7Z5M8,362
A7J003,434
Q86VQ6,682
B3KR52,1239
Q8WW53,687
Q86VQ2,502
P43657,344
Q8WW56,602
B3KR54,496
Q9BZD4,464
B5B2M8,943
B5B2M9,943
P08684,503
P08686,495
Q9NTN9,838
P08134,229
B5B2M5,943
Q96T60,521
P59534,338
Q8N754,3685
A6NCK2,446
P59535,323
P29692,697
Q4W594,462
Q6IBE6,333
Q8N289,1008
Q9UKR3,277
A7YQ73,623
O95907,504
Q8N1C6,439
Q96SD1,692
O43464,458
Q8N0Y7,254
Q8N0Y1,310
Q8N0Y2,327
Q8N0Y3,316
P54252,395
P54257,671
Q8N859,430
B4DRQ8,660
P59533,333
Q14435,633
Q8IYD1,628
Q9H293,177
P05556,798
B2RU10,1624
Q8NGN5,311
E9PE45,660
P14679,529
Q4VKI2,595
E9PE48,464
Q8TB69,540
P14672,509
Q8NGN3,311
Q01085,392
Q01082,2364
Q13007,207
Q01081,240
Q8N9V0,998
Q13478,541
Q8N139,1617
B7ZL95,419
Q9BTT9,737
P59539,299
Q9Y4A8,694
P26572,445
P0CG30,244
B7Z410,327
Q8IYD8,2048
O15496,165
P59998,187
Q6ZSP3,1148
O15498,198
O15499,205
Q9H5Z7,1473
B4DEI8,511
Q9NYM4,423
Q02218,1038
Q9Y4A9,318
E9PCF4,789
Q9NYM9,290
Q99593,518
Q9UG56,409
Q9H1Y0,275
P22003,454
P22001,575
B0AZS5,706
P22004,513
Q8NDX2,589
P26718,216
Q9H1R3,596
Q9UPD8,892
P26717,231
P26715,233
P21926,228
P21291,193
Q9NVI1,1328
Q8IUU5,1275
P51168,640
Q8IZ46,501
Q9Y5I7,305
Q86V37,1426
P48048,391
O43447,177
B4DKN0,377
O43448,404
Q9NX74,493
P62308,96
B5KVR6,537
P15104,373
P05165,728
P13051,313
B3KSI8,1147
F5H848,947
P10997,89
Q5JWV8,711
Q9BSL1,405
Q08AE8,756
Q9BRG8,499
Q8NI38,313
Q8ND25,227
Q96SZ4,725
P45973,191
Q8NI35,1801
O14727,1248
Q75MK3,504
Q75MK2,504
Q96A05,226
Q96A00,147
A6NNB3,132
P35658,2090
Q6BCY4,276
P58166,350
Q96A08,127
Q9NWM8,211
P16662,529
Q8IXK2,581
Q92932,1015
Q8IXK0,859
A4D1X5,727
Q8N324,536
P55265,1269
Q9NSU2,369
E9PHJ2,526
E9PHJ3,338
Q8N322,533
Q9NR55,127
Q5BJF5,504
Q8NCB2,501
B1AKK2,285
Q9NR50,452
Q9H2F5,836
Q5SU41,162
Q53YK7,285
Q9NZC4,322
B7WPI0,269
B7WPI3,365
P49715,358
Q15459,793
B3KU34,861
P34969,479
B4DVM1,252
B4DVM6,824
P11912,226
C5HZ15,139
Q8TDC3,778
C5HZ13,225
O60896,148
O60894,148
O60895,180
Q9NRF9,147
P57054,158
A8K443,265
P13645,584
P13646,458
P13647,590
Q6FGH5,97
Q8WVD2,2157
Q6FGH9,89
F5H667,758
P08908,422
A8K220,165
A8K228,445
Q07157,1768
Q6PJ22,591
B3KTN6,1188
Q75QN2,995
B3KTN2,756
P55854,147
Q15069,254
P17612,672
O00585,134
Q63HP7,735
C9JPQ8,728
Q6ZP55,509
Q9UM11,496
Q4G163,708
Q9UM13,185
O95221,314
O95222,327
Q53F96,351
Q53F91,827
B4DM11,421
O15130,116
P36941,435
Q8NHK6,455
B4DXS2,837
Q9H2F3,369
Q2M2Y2,490
Q9UBH0,155
B7ZKX7,201
A8K8W5,650
Q7L014,1031
Q05D23,201
Q9Y6K1,912
Q05D26,599
B7ZML4,1463
Q96A65,974
Q99542,508
Q86U73,558
Q92915,247
Q92917,476
P24522,165
P51991,378
Q92918,833
B2R7U3,371
P29120,753
Q9BRV4,100
P29122,969
P48740,699
P21731,343
P21730,350
B4DFU3,180
Q9H6Y6,1848
Q08462,1091
Q8IY97,845
P48742,406
D3DWH4,261
P32780,548
Q5JW55,356
Q9UKX5,1188
Q96AH8,199
P15927,270
P15924,2871
P15923,658
P53041,499
P00352,501
Q6KB66,452
Q9Y5K6,639
P35789,620
Q8WWY3,499
Q8IYL9,337
Q8TCC7,542
Q9BXJ9,866
Q8NGF8,309
Q8NGF9,303
Q8NGF7,314
Q8NGF4,317
Q86XT4,487
B2R530,168
Q86UW9,622
Q8NGF0,335
Q8NGF1,315
B3KXJ4,1040
O43148,476
O43639,380
O43638,330
Q6NUQ9,711
P41970,407
O43143,795
B7ZLV6,1001
Q15935,545
Q9Y6K5,1087
Q9UGC7,380
O43633,222
Q5VVE5,509
Q96LR5,201
P53597,346
P23276,732
Q6ZQW0,420
Q86YH6,399
Q04609,750
B2RCH4,1331
Q05086,875
A8K6I5,794
P59796,221
A8K6I6,723
F5GWA8,542
Q99928,467
P42261,916
P42262,883
P42263,894
Q9GZT5,417
Q9GZT4,340
A8K3B1,449
Q9GZT9,426
A8K3B6,450
B7Z3Y1,447
B7Z3Y3,771
Q6ICH3,373
Q2TB61,947
Q9H339,312
O60243,411
O60242,1522
O60241,1585
O60240,522
Q6P164,963
B7Z5M6,773
O75061,913
Q8IZR3,307
O60248,233
Q13191,982
Q13190,355
P19113,662
O43921,213
E9PB82,761
E7EW54,504
Q9UHQ9,305
B3KWP1,297
Q15661,276
P26038,577
Q2M1S3,943
Q15669,191
Q9NR34,630
P56279,114
Q9ULC5,683
Q9Y2Q0,1164
Q13449,358
Q8NH83,315
P63241,214
Q99797,713
Q7Z698,433
Q13443,819
Q13444,863
A2A297,626
Q53QS9,209
Q53HE2,286
Q9Y2Q1,563
Q03164,3972
Q9UL46,254
Q6DKI0,1335
Q15596,1464
Q15599,372
P17181,557
B4DRN0,706
Q13508,389
Q13509,450
Q8IX01,1082
Q13507,848
Q13501,440
Q9HCQ5,603
E9PEK2,2016
B4DGZ8,904
B2RAH5,1030
B2RAH7,710
Q494V9,612
B2RAH2,815
P12694,448
Q9NWZ8,242
Q8N1X7,780
Q9NWZ3,460
Q9Y4K4,846
Q76KP1,1039
Q9NWZ5,548
Q9UK43,557
Q96BI3,265
Q6FHS9,295
A8MYU2,1149
B4DUR3,656
B3KVA3,331
B3KVA1,577
Q6FHS4,340
Q6FHS6,329
B3KVA4,773
Q8NH94,360
Q9Y267,594
Q8NH90,309
P48637,474
Q8NH93,324
Q9H5A2,2202
B2R892,381
Q5TCK1,205
P19801,770
B4DMC5,758
Q1KLZ0,375
Q9Y263,795
Q8TBK5,288
B4DN77,700
Q9HBE4,155
P15311,586
P22760,399
Q16623,288
Q16620,822
Q16621,373
Q16629,238
Q9Y237,133
Q6YN44,1338
Q96C86,337
Q08211,1270
Q5VYV5,360
D6RJD6,99
Q5VYV0,432
Q9BS45,245
P19440,569
Q9BV10,488
B2R5V0,650
A8YXX4,373
P21127,795
Q9BS48,536
Q8NBL9,555
Q12908,348
Q9C026,710
Q9UKP5,1117
P29353,583
Q12901,538
E6Y0F1,904
Q12907,356
Q12906,898
B4E3E9,1038
B4E3E8,662
Q2M1P5,1343
A8K7N8,342
E1P5M0,325
A8K058,370
A8MTK3,634
Q2M1P2,522
Q9UBG7,517
P58753,255
Q969Q0,106
Q969Q1,353
P03923,174
Q969Q4,196
A4QMZ8,500
Q969Q6,453
Q99697,317
P03928,69
P78508,379
Q7L7L0,130
P78509,3460
A2RRD3,530
A0PJJ9,662
A0PJJ7,1468
A2RRD8,509
A0PJJ0,1020
P27816,2297
P27815,886
A2RTX5,802
O60403,315
B2RP50,545
A8K6V0,1032
O60404,316
A8K6V3,1217
Q60FE2,1960
P49902,561
P49903,392
Q9UJA2,301
Q9UJA3,880
Q8WYT0,503
Q5FBZ3,932
B3KPQ8,819
Q8WYL5,1049
B7ZW61,536
Q86TM6,629
Q6FG41,380
Q60FE7,2633
E7ER33,644
Q6P1K9,570
Q07817,233
Q8TAT5,605
Q6P1K2,205
P78380,273
Q59E96,619
P78386,507
Q8TAT6,608
P78385,493
P14209,185
P05181,493
P05186,524
P05187,535
B4DWB9,522
Q4G0R4,1008
A8MUS8,146
Q9NPZ5,323
Q14003,757
Q9Y6M4,447
Q9P2K8,1649
Q9HA38,289
Q59EV7,729
Q7Z348,490
O75908,522
O75907,488
Q96P81,700
B7Z1T5,270
O75900,430
B9ZVW1,629
Q9HB96,536
Q3KP31,576
Q6IBG9,313
Q6IBG8,286
Q96SF7,602
Q59GT2,394
P17405,630
Q495Y4,428
P05455,408
P01298,95
P01568,189
P01569,189
Q6FGU2,212
P01562,190
P01563,188
Q9UKP6,389
P06241,537
P01566,189
P01567,189
Q99878,128
Q9Y4C5,530
P17535,347
P54278,862
Q6SL56,466
P54274,439
B4DRS2,534
P54277,932
Q13291,335
P21583,273
Q6QNK2,906
P32314,431
Q99607,663
Q5QJ99,660
Q86WT6,500
E9PE64,609
Q08334,325
Q8TDP5,376
P0CG13,524
B0V2C8,1744
P62750,194
P18031,435
P22392,292
Q9Y272,281
Q7L576,1255
P15559,274
B3KRK5,517
Q92585,1016
Q8WX80,592
B3KRK3,1118
B1A4G9,245
Q8TDP1,247
Q92588,287
Q8IV17,440
B7Z4W4,409
O43826,429
Q8IV10,495
B7Z434,591
Q9NQW8,809
A1L4G3,330
E9PCD8,724
Q58F15,986
O43286,388
O43280,583
O43281,561
O43283,966
Q6FGJ9,225
P53675,1640
A8MQ20,498
P53677,418
P53671,686
A8MQ27,555
Q29RF7,1337
Q9H0F7,186
Q14145,624
Q14410,553
Q14416,872
Q14142,442
Q9Y4C1,1327
Q8WVY7,318
Q9BTX1,674
P19634,815
Q96IV0,654
Q8IUS0,579
O14939,933
Q8IUS6,307
E9PFV9,520
P16118,471
Q6ZSI9,719
O43462,519
O43463,423
P07357,584
P15121,316
Q59F51,956
P19320,739
E1CKY7,982
P07358,591
P62328,70
Q96JQ3,582
Q05DL3,337
E5KRG5,482
Q16819,774
B3KSK2,319
P46821,2468
Q16363,1823
Q16816,419
Q0D2J5,414
F5H869,339
Q5VTL8,546
D5MQE1,331
Q8IZY2,2146
O43320,207
B4DU13,508
Q6P2M8,343
E7EQR6,556
Q9NZC2,230
Q9H469,300
Q9HBX8,967
B4DIZ5,611
Q13242,221
Q6IAS7,349
Q9HBX9,757
P49407,418
Q8NFI3,743
E9PCM4,400
Q5TA89,172
B5A967,976
Q99525,98
Q96A61,297
Q9UBF0,1446
Q5VY90,894
Q96DD3,1038
Q9HBA0,871
E9PCM7,1125
Q9UBF6,113
P36542,298
P36543,226
Q9Y5K5,368
Q9Y5K3,369
Q86YU0,264
P36544,531
A8BWD5,791
Q9Y5K8,247
P30260,830
E9PHH4,645
Q9NR31,198
Q9NR33,117
E9PAT9,438
E9PAT8,201
P49736,954
Q8N7K0,673
Q5W0D7,217
P06400,928
P06401,933
O95674,1035
O95672,775
P34949,423
O95670,118
P34947,590
Q15436,765
Q15437,767
O95678,551
Q701P4,240
P52333,1124
Q9BRE4,525
Q06330,500
Q9UG23,385
P12314,374
B7ZW62,388
Q6NVY1,386
Q8NEC6,673
P30085,196
P30084,290
A8K2G5,923
P12319,257
P12318,317
P06746,335
P06744,569
P50591,281
Q53HP3,752
Q3MJ04,385
Q969P0,613
P06748,294
Q9UN88,632
Q3ZCU6,794
P33681,288
Q96EB1,535
Q96EB6,747
Q9BUA0,515
Q561V6,189
Q9BUA6,226
Q5TZP7,318
Q9HBX7,120
P08962,238
Q9HAU4,748
Q9UK99,471
Q86SG6,979
A6NJL1,495
Q16254,413
Q63HR1,465
F5H7P0,1056
C9JJ33,697
Q9BZR9,551
P57740,925
Q9Y3C8,167
Q6W3F3,239
P40337,213
O95201,554
Q9UP22,246
P31689,397
Q8N2D6,1575
Q15047,1291
Q15046,597
O95208,641
O15111,745
B3KRT8,792
O15116,133
O15119,743
O15118,1278
B3KRT1,558
B4DWW5,603
D3K197,526
Q6ISU1,281
Q6P3R8,708
B4DM39,167
P29728,719
Q9UN37,437
A4ZYW4,1259
A6NGN9,336
Q8NHI6,455
P31358,61
Q7KZU6,760
Q01780,885
P31350,389
P18206,1134
D2XT27,316
Q9H7B4,428
B4DFW3,697
B7Z999,665
P43088,359
B4DFW7,484
E7EX88,2530
Q9H2X6,1198
Q8TET4,914
P43080,205
Q9H2X3,399
Q9H2X0,955
Q9UNM6,376
P07437,444
Q8NDV2,337
Q9Y490,2541
B2R7S3,425
Q9Y494,129
C9J7D5,384
Q8NBB4,408
Q01433,890
Q01432,776
Q9UGI0,708
Q6DWJ6,353
P01178,125
Q9UGI9,489
P15498,845
P10323,421
P10321,403
P15941,1255
P09769,529
Q96AN2,772
Q8N1P0,735
Q9BXT6,1211
E9PFB2,755
Q9BXT2,425
B2R6I9,615
Q7Z6B7,1085
Q9NR22,394
P16949,149
C9JFZ1,1573
P08588,477
A8K8U5,857
A8K8U4,964
Q8NGD0,313
P08582,738
P08581,1390
Q8NGD3,323
Q8NGD4,311
Q8NGD5,310
Q86XR7,235
P52198,228
Q9Y2W2,641
E0YMJ6,557
Q59H21,599
P17676,345
Q68VI8,561
P49917,911
Q92643,395
Q6PKA6,512
P49137,400
P18850,670
B3KWH8,1505
Q4G0X8,1362
B2R4S9,126
Q9H074,479
P23258,451
Q86YJ5,346
O75593,365
O75592,4640
O75594,196
P20042,333
Q549M5,119
A8K6K4,570
A8K6K3,504
A8K6K2,561
A8K6K1,1001
Q13402,2215
Q9GZZ9,404
Q9GZZ6,466
Q9GZZ0,328
Q6MZW8,580
Q8IZP7,471
Q96FC9,970
Q32M35,1164
O75044,1099
Q05209,780
Q86TP4,500
P25705,553
Q86TP1,453
Q86TP0,781
Q4LE63,1243
Q4LE67,1321
Q8IWP7,1503
Q9Y6I3,576
P36222,383
B7Z5C7,412
B4DZW8,807
Q9H078,707
Q53XZ7,207
O43614,444
O43613,425
O43612,131
Q9P2G9,620
O43610,288
E9PDY5,645
E9PDY4,2489
Q96HB1,1170
B3KWR9,784
B3KWR7,614
P61647,398
Q86SZ9,250
Q8NGY1,313
P39877,138
E7DVW5,135
E7DVW4,132
Q13461,319
Q8TCR7,543
Q13467,585
Q17RN4,1272
Q13465,1230
Q13464,1354
Q13469,925
Q8NGY6,317
P11498,1178
E7EUE5,517
A0N0X8,512
Q6QHF9,649
Q9UF56,701
Q59G95,924
E5KMK7,601
B7ZL66,814
Q5YLC1,922
Q8NGY9,312
B7Z9A3,904
Q8N1A5,504
Q96GC6,653
B4DW28,142
Q6ZNC8,495
P50747,726
P48775,406
D9YZU2,1939
D9YZU5,147
P36954,125
P36957,453
P36956,1147
B4DRH7,1347
B4DRH4,590
P36952,375
F5GZV0,951
E9PEM8,368
E9PEM9,237
Q9NY37,505
E9PEM7,537
Q9BY84,665
Q3KPI9,1912
Q3KPI0,293
Q6PIR0,943
Q8N972,641
Q6P7E6,365
Q06830,199
B4DUT5,1127
B4DUT6,495
Q5JPI2,431
Q85BD0,69
Q9BVA1,445
Q9BQ87,522
Q8NH79,312
E9PP08,514
Q14957,1233
Q14954,304
Q8WZA2,1011
Q14952,304
Q6ZN64,510
Q8NH70,328
Q9NV88,658
Q8TBJ0,604
O14880,166
B4DME0,289
Q16602,472
Q02962,417
P09972,364
Q9H845,621
F5H4I8,1125
Q9H0G5,558
Q8NGD1,307
Q7Z406,2028
E9PED0,511
P13232,177
P13236,92
B1AJR7,1451
P47992,114
Q9H6S1,392
Q9UBY6,1914
B4E3C3,361
B4E3C2,184
A6NHA3,178
B4E3C7,513
C9JHD5,239
Q8WUD6,406
P07602,559
F8WAE7,789
Q4J6C1,479
Q4J6C2,479
O00287,272
B3KY84,470
Q71UM5,97
B3KY89,909
Q3MIS6,628
F8W7V3,98
Q969W8,419
A0PJH2,161
A0PJH0,910
P51659,761
O60423,1300
Q541E0,364
Q541E1,250
O60427,444
P30740,379
Q9Y6Q9,1424
Q9Y6Q6,616
Q96RD9,977
Q53GT4,757
Q9Y6Q5,423
Q9BZS1,454
Q9Y6Q3,631
E7EQE6,34942
A2RTZ9,173
F8VVT9,1192
P12956,609
Q5ZPR3,534
Q32Q82,366
Q5VYT2,128
P25089,353
Q6PKF2,979
P23526,432
P49961,522
Q6UVK1,2322
P23527,126
P08107,641
Q9UGI6,737
P35869,848
Q8WYN0,398
P35680,557
Q8IZ52,775
Q01959,620
P14222,555
P20674,150
Q6ICS3,152
P20671,130
O76009,404
E7ER15,611
Q9NZJ5,1116
O76002,312
O76001,311
O00425,579
P55957,195
Q15386,1083
O00421,344
Q15382,184
O00422,153
Q10471,571
Q10472,559
O00429,791
Q15389,498
B7ZAK8,484
Q0VDK3,375
B7ZAK5,470
P00480,354
Q9P2M7,1203
P08172,466
P08173,479
B5B2N8,925
P08174,444
P23396,243
P00491,289
Q05923,314
P00492,218
P46934,1319
O75925,653
Q08345,913
P27482,149
B2ZZ90,2346
P27487,766
E9PBD9,898
Q10713,525
D6RDW3,690
Q9UKN7,3530
Q9UKN5,801
Q9NQS5,396
Q59GZ8,431
Q9UKN8,822
Q2MKA6,731
B7Z387,524
O15305,246
O15303,1091
Q6FGW4,178
B1A8Z4,1681
B1A8Z5,1681
B1A8Z6,1681
B1A8Z7,1681
E7EM68,478
E7EM69,329
P08397,361
P54922,357
Q6IRT1,374
B4DNA2,669
Q69YP5,72
Q8TB28,758
Q6PI73,632
Q69YP2,756
Q5SQN6,432
D8KZS1,337
P28288,683
P28289,359
Q9NTI2,1148
Q10587,303
Q9NTI5,1448
Q10586,325
P21506,573
B7ZKM9,1461
B4DXJ5,656
P24752,550
B3KRI8,638
B3KRI7,510
P43694,443
B2ZZ89,2364
Q2TBA0,621
B2RB89,358
Q02252,535
Q8IV77,575
P42127,132
P42126,302
Q96RI1,486
Q96RI0,385
Q59FX5,781
A6NM10,307
Q9NYA1,398
O43264,779
Q96RI8,345
Q6NVY8,1609
Q6GQQ9,843
Q5W0L2,741
B7ZM71,1341
C9JXH3,638
Q8NCK7,471
P00374,187
C9J6I6,408
O95006,317
Q5VZX0,365
Q14164,716
Q6P0Q8,1798
Q14161,759
Q8N707,634
E9PFX9,511
E9PFX4,864
Q9Y286,467
A6NMZ7,2263
P15144,967
Q16831,310
B4DY44,421
Q6SA08,328
Q5EE02,630
B3KQ63,393
P49368,545
Q9ULT8,2610
Q9Y5X5,522
B3KQ68,476
B2R6V2,574
Q52LR7,807
B4DU30,669
Q8IVR8,494
P08865,295
B4DIT4,609
Q9NZA1,410
B4DIT0,1241
Q8N5S9,543
Q8NGJ6,313
A8MVP6,171
D6RBB5,147
F2RM36,461
Q6FGV9,192
P41162,512
Q9UDV7,671
P41161,552
Q8NGD2,314
F1T0H4,152
A4D1D0,879
A4D1D2,1280
A4D1D5,1286
Q96DF8,476
Q96A47,359
Q96A44,273
Q8IUQ4,282
P63167,89
P63165,146
Q9BSU3,229
O15540,166
Q6ZQN5,318
E9PHN8,1212
P12081,509
E9PAV7,650
P30536,169
P30531,599
E9PAV2,263
E9PHN4,357
P30532,468
P49753,483
Q9ULL4,1932
B3KU77,840
P49757,651
P49756,843
P49759,484
Q15418,735
Q9GZR1,1112
Q6IAQ1,230
Q6MZS5,637
P55283,916
P56559,192
Q7L945,461
E9PQQ9,1106
Q8N3Y1,598
Q9HD90,331
Q9H6F0,1195
A6H901,517
Q6EHZ3,432
B2RDS2,313
B0QYR7,656
Q96D53,544
B7ZW00,3177
Q9ULG1,1556
Q8TDB6,740
E9PH30,1468
B3KUZ7,483
Q96NT1,182
P06729,351
O00634,580
O00635,465
O00506,426
P13688,526
Q99638,391
Q6ZPD8,337
P08949,572
Q6ZPD6,450
P13686,325
B4DH80,387
Q9NR11,478
Q9BUG9,769
Q9NR16,1463
P22674,350
Q9HBZ2,717
Q8NF86,280
Q9BUG6,496
Q9Y303,409
F5H7R1,457
P55895,527
O95260,518
O95263,885
Q5XLT3,493
O95264,441
O95267,797
Q9GZM3,274
Q9UP03,769
F8WDX4,1231
Q5T203,133
B4DRA1,368
Q99633,342
Q9BW92,718
Q8NHG8,242
O60307,1309
C7FEN9,1230
Q8NHG7,77
B7XCW9,2261
Q9HCZ1,680
Q9BW99,667
B1ANK7,510
P84243,136
Q9Y6R6,833
